token	normalised
multe	multe

Nubes	Nubes
⁊	et
caligo	caligo
in	in
circuitu	circuitu
ei᷒	eius
iusticia	iusticia
⁊	et
iudiciũ	iudicium
correctio	correctio
sedis	sedis
ei᷒	eius
Ignis	Ignis
añ	ante
ip̃m	ipsum
cedet	precedet
⁊	et
inflãmabit	inflammabit
in	in
circuitu	circuitu
inimicos	inimicos
ei᷒	eius
Illuxer̃t	Illuxerunt
fulgura	fulgura
ei᷒	eius

orbi	orbi
t̃re	terre
uidit	uidit
⁊	et
ꝯmota	commota
ẽ	est
t̃ra	terra
Montes	Montes
sic̃	sicut
cera	cera
fluxer̃t	fluxerunt
a	a
facie	facie
dñi	domini
a	a
facie	facie
dñi	domini
õis	omnis
om̃is	omnis
t̃ra	terra
Adnũciauer̃t	Adnunciauerunt
celi	celi
iusticiã	iusticiam
ei᷒	eius
⁊	et

uider̃t	uiderunt
om̃s	omnes
ppl̃i	populi
gl̃iã	gloriam
ei᷒	eius
Confundãt᷑	Confundantur
õs	omnes
qui	qui
adorãt	adorant
sculptilia	sculptilia
qui	qui
gl̃ant᷑	gloriantur
in	in
simulacris	simulacris
suis	suis
Adorate	Adorate
eũ	eum
om̃s	omnes
angl̃i	angeli
ei᷒	eius
audiuit	audiuit
⁊	et
letata	letata
ẽ	est
syon	syon

Et	Et
exultauer̃t	exultauerunt
filie	filie
iude	iude
ꝓpt̃	propter
iudicia	iudicia
tua	tua
dñe	domine
Qm̃	Quoniam
tu	tu
domin᷒	dominus
altistissim᷒	altistissimus
suꝑ	super
õem	omnem
t̃rã	terram
nimis	nimis
exaltat᷒	exaltatus
es	es
suꝑ	super
om̃s	omnes
d̃os	deos
Qui	Qui
diligitis	diligitis
dñm	dominum
odite	odite

malum	malum
custodit	custodit
dñs	dominus
aĩas	animas
sc̃oꝝ	sanctorum
suoꝝ	suorum
de	de
manu	manu
pcc̃oris	peccatoris
lib̃abit	liberabit
eos	eos
Lux	Lux
orta	orta
ẽ	est
i᷒to	iusto
⁊	et
rectis	rectis
corde	corde
leticia	leticia
Letamini	Letamini
iusti	iusti
in	in
dño	domino
⁊	et
ꝯfitemini	confitemini

memorie	memorie
sc̃ificationis	sanctificationis
ei᷒	eius
Cantate	Cantate
dño	domino
cãtic̃	canticum
nouum	nouum
	quia
mirabilia	mirabilia
fec̃	fecit
Saluabit	Saluabit
sibi	sibi
dext̃a	dextera
ei᷒	eius
⁊	et
brachium	brachium
sc̃m	sanctum
ei᷒	eius
Notũ	Notum
fecit	fecit
dñs	dominus
salutare	salutare
suũ	suum
in	in
cõspectu	conspectu

gẽtiũ	gentium
reuelauit	reuelauit
iusticiã	iusticiam
suã	suam
Recordat᷒	Recordatus
ẽ	est
mĩe	misericordie
sue	sue
⁊	et
ũitati	ueritati
sue	sue
domui	domui
isr̃l	israhel
Vider̃t	Viderunt
õs	omnes
t̃mini	termini
t̃re	terre
salutare	salutare
d̃i	dei
nr̃i	nostri
Iubilate	Iubilate
dño	domino
õis	omnis
t̃ra	terra
cãtate	cantate

⁊	et
exultate	exultate
⁊	et
psallite	psallite
Psallite	Psallite
dño	domino
in	in
cithara	cithara
in	in
cithara	cithara
⁊	et
uoce	uoce
psalmi	psalmi
in	in
tubis	tubis
ductilib	ductilibus
⁊	et
uoce	uoce
tube	tube
cornee	cornee
Iubilate	Iubilate
in	in
conspectu	conspectu
regis	regis
dñi	domini

moueatur	moueatur
mare	mare
⁊	et
plenitudo	plenitudo
ei᷒	eius
orbis	orbis
t̃rar̃	terrarum
⁊	et
qui	qui
habitãt	habitant
ĩ	in
eo	eo
Flumina	Flumina
plaudẽt	plaudent
manu	manu
siml̃	simul
mõtes	montes
exl̃tab̃t	exultabunt
a	a
cõspectu	conspectu
dñi	domini
qm̃	quoniam
uenit	uenit
iudicare	iudicare
t̃ram	terram

Iudicabit	Iudicabit
orbẽ	orbem
t̃rar̃	terrarum
in	in
iusticia	iusticia
⁊	et
ppl̃os	populos
in	in
equitate	equitate
Dñs	Dominus
regnauit	regnauit
irascant᷑	irascantur
ppl̃i	populi
qui	qui
sedet	sedet
sr̃	super
cherubĩ	cherubin
moueat᷑	moueatur
t̃ra	terra
Dñs	Dominus
in	in
siõ	sion
magn᷒	magnus
⁊	et
excels᷒	excelsus

suꝑ	super
om̃s	omnes
ppl̃os	populos
Cõfiteãt᷑	Confiteantur
nõi	nomini
tuo	tuo
magno	magno
qm̃	quoniam
t̃ribile	terribile
⁊	et
sc̃m	sanctum
ẽ	est
⁊	et
honor	honor
regis	regis
iudiciũ	iudicium
diligit	diligit
Tu	Tu
parasti	parasti
directões	directiones
iudiciũ	iudicium
⁊	et
iusticiã	iusticiam
in	in
iacob	iacob

inuocãt	inuocant
nom̃	nomen
eius	eius
Inuocabãt	Inuocabant
dñm	dominum
⁊	et
ip̃e	ipse
exaudiebat	exaudiebat
eos	eos
in	in
colũna	columna
nubis	nubis
loq̃batur	loquebatur
ad	ad
eos	eos
Custodiebãt	Custodiebant
testimonia	testimonia
ei᷒	eius
⁊	et
ceptũ	preceptum
q̃d	quod
dedit	dedit
illis	illis
Dñe	Domine
d̃s	deus

nr̃	noster
tu	tu
exaudiebas	exaudiebas
eos	eos
d̃s	deus
tu	tu
ꝓpiti᷒	propitius
fuisti	fuisti
eis	eis
⁊	et
ulciscens	ulciscens
in	in
om̃s	omnes
adinuentiones	adinuentiones
eoꝝ	eorum
Exaltate	Exaltate
dñm	dominum
d̃m	deum
nr̃m	nostrum
⁊	et
adorate	adorate
in	in
mõte	monte
sc̃o	sancto
ei᷒	eius

qm̃	quoniam
sc̃s	sanctus
dñs	dominus
d̃s	deus
nr̃	noster
Iubilate	Iubilate
dño	domino
õis	omnis
t̃ra	terra
seruite	seruite
dño	domino
ĩ	in
leticia	leticia
Introite	Introite
in	in
cõspectu	conspectu
ei᷒	eius
in	in
exultatõe	exultatione
citote	citote
qm̃	quoniam
ip̃e	ipse
ẽ	est
d̃s	deus
ip̃e	ipse

fec̃	fecit
nos	nos
⁊	et
nõ	non
ip̃i	ipsi
nos	nos
Popl̃s	Populus
ei᷒	eius
⁊	et
oues	oues
pascue	pascue
ei᷒	eius
introite	introite
portas	portas
ei᷒	eius
in	in
ꝯfessione	confessione
atria	atria
ei᷒	eius
in	in
hymnis	hymnis
ꝯfitemini	confitemini
illi	illi
Laudate	Laudate
nom̃	nomen

ei᷒	eius
qm̃	quoniam
suauis	suauis
ẽ	est
dñs	dominus
in	in
et̃nũ	eternum
miscdĩa	misericordia
ei᷒	eius
⁊	et
usq	usque
in	in
gñationẽ	generationem
⁊	et
geñationẽ	generationem
ũitas	ueritas
ei᷒	eius
Miscdĩã	Misericordiam
⁊	et
iudiciũ	iudicium
cãtabo	cantabo
tͥ	tibi
dñe	domine
Psallã	Psallam
⁊	et

ĩtelligã	intelligam
in	in
uia	uia
ĩmacl̃ata	inmaculata
qñ	quando
uenies	uenies
ad	ad
me	me
Perambulabã	Perambulabam
in	in
ĩnocẽcia	innocencia
cordis	cordis
m̃i	mei
in	in
medio	medio
dom᷒	domus
mee	mee
Nõ	Non
ꝓponebam	proponebam
añ	ante
ocl̃os	oculos
m̃os	meos
rẽ	rem
iniustã	iniustam
faciẽtes	facientes

uaricationes	preuaricationes
odiui	odiui
Non	Non
adhesit	adhesit
mͥ	michi
cor	cor
prauũ	prauum
declinãtẽ	declinantem
a	a
me	me
malignũ	malignum
nõ	non
cognoscebã	cognoscebam
Detrahentẽ	Detrahentem
secreto	secreto
ꝓximo	proximo
suo	suo
hũc	hunc
ꝑseq̃bar	persequebar
Suꝑbo	Superbo
ocl̃o	oculo
⁊	et
insaciabili	insaciabili
corde	corde
cũ	cum

fac̃	facit
suꝑbiã	superbiam
qui	qui
loquit᷑	loquitur
iniqͣ	iniqua
nõ	non
direx̃	direxit
in	in
cõspectu	conspectu
ocl̃oꝝ	oculorum
m̃oꝝ	meorum
In	In
matutino	matutino
int̃ficiebã	interficiebam
om̃s	omnes
peccatores	peccatores
t̃re	terre
ut	ut
disꝑderẽ	disperderem
de	de
ciuitate	ciuitate
dñi	domini
om̃s	omnes
oꝑantes	operantes
iniquitatem	iniquitatem

Dñe	Domine
exaudi	exaudi
or̃onẽ	orationem
meã	meam
⁊	et
clamor	clamor
m̃us	meus
ad	ad
te	te
ueniat	ueniat
Nõ	Non
aũtas	auertas
faciẽ	faciem
tuã	tuam
a	a
me	me
in	in
qͣc̃q	quacumque
die	die
tribulor	tribulor
inclina	inclina
ad	ad
me	me
aurẽ	aurem
tuã	tuam

In	In
qͣc̃q	quacumque
die	die
inuocaũo	inuocauero
te	te
uelocit̃	uelociter
exaudi	exaudi
me	me
Quia	Quia
defecer̃t	defecerunt
sic̃	sicut
fum᷒	fumus
dies	dies
m̃i	mei
⁊	et
ossa	ossa
m̃a	mea
sic̃	sicut
cremiũ	cremium
aruer̃t	aruerunt
Percussus	Percussus
sũ	sum
ut	ut
fenũ	fenum
⁊	et

aruit	aruit
cor	cor
meũ	meum
	quia
oblit᷒	oblitus
sũ	sum
comed̃e	comedere
panẽ	panem
meũ	meum
A	A
uoce	uoce
gemit᷒	gemitus
m̃i	mei
adhesit	adhesit
os	os
meũ	meum
carni	carni
mee	mee
Simil̃	Similis
factus	factus
sũ	sum
pellicano	pellicano
solitudinis	solitudinis
fact᷒	factus
sum	sum

sic̃	sicut
niticorax	niticorax
in	in
domicilio	domicilio
Vigilaui	Vigilaui
⁊	et
fact᷒	factus
sũ	sum
sic̃	sicut
passer	passer
solitari᷒	solitarius
in	in
tecto	tecto
Tota	Tota
die	die
exꝓbrabãt	exprobrabant
mͥ	michi
inimici	inimici
m̃i	mei
⁊	et
qui	qui
laudabãt	laudabant
me	me
aduersũ	aduersum
me	me

iurabãt	iurabant
Quia	Quia
cinerẽ	cinerem
tãꝙͣ	tamquam
panẽ	panem
manducabã	manducabam
⁊	et
pocl̃m	poculuum
meũ	meum
cũ	cum
fletu	fletu
miscebã	miscebam
A	A
facie	facie
ire	ire
et	et
indignatõis	indignationis
tue	tue
	quia
eleuãs	eleuans
allisisti	allisisti
me	me
Dies	Dies
m̃i	mei
sic̃	sicut

umbra	umbra
declinauer̃t	declinauerunt
⁊	et
ego	ego
sic̃	sicut
fenũ	fenum
arui	arui
Tu	Tu
ã	autem
dñe	domine
in	in
et̃nũ	eternum
ꝑmanes	permanes
⁊	et
memoriale	memoriale
tuũ	tuum
in	in
gñatõnẽ	generationem
⁊	et
gñatõnẽ	generationem
Tu	Tu
exurgens	exurgens
dñe	domine
misereb̃is	misereberis
syon	syon

reges	reges
t̃re	terre
gl̃iã	gloriam
tuam	tuam
Quia	Quia
edificabit	edificabit
dñs	dominus
syõ	syon
⁊	et
uidebitur	uidebitur
ĩ	in
gl̃a	gloria
sua	sua
espex̃	espexit
sic	sic
in	in
or̃onẽ	orationem
humiliũ	humilium
⁊	et
nõ	non
suit	spreuit
cẽ	precem
eoꝝ	eorum
Scribant᷑	Scribantur
h̃	hec

in	in
gñatõe	generatione
alt̃a	altera
⁊	et
ppl̃s	populus
qͥ	qui
creabitur	creabitur
laudabit	laudabit
dñm	dominum
Quia	Quia
ꝓspexit	prospexit
de	de
excelso	excelso
sc̃o	sancto
suo	suo
dñs	dominus
de	de
celo	celo
in	in
t̃ram	terram
aspexit	aspexit
Ut	Ut
audiret	audiret
gemitũ	gemitum
ꝯpeditoꝝ	conpeditorum

ut	ut
solũet	solueret
filios	filios
int̃emtoꝝ	interemtorum
Ut	Ut
annũciẽt	annuncient
in	in
siõ	sion
nom̃	nomen
dñi	domini
⁊	et
laudem	laudem
ei᷒	eius
in	in
ihrl̃m	ierusalem
In	In
cõueniendo	conueniendo
ppl̃os	populos
ĩ	in
unũ	unum
⁊	et
reges	reges
ut	ut
seruiãt	seruiant
dño	domino

Respõdit	Respondit
ei	ei
ĩ	in
uia	uia
uͥtutis	uirtutis
sue	sue
paucitatẽ	paucitatem
dier̃	dierum
m̃oꝝ	meorum
nuncia	nuncia
mͥ	michi
Ne	Ne
reuoces	reuoces
me	me
ĩ	in
dimidio	dimidio
dier̃	dierum
m̃oꝝ	meorum
in	in
gñatõe	generatione
⁊	et
gñatõem	generationem
ãni	anni
tui	tui
Inicio	Inicio

⁊	et
mutabũt᷑	mutabuntur
tu	tu
ã	autem
idẽ	idem
ip̃e	ipse
es	es
⁊	et
anni	anni
tui	tui
nõ	non
deficiẽt	deficient
Filii	Filii
seruoꝝ	seruorum
tuoꝝ	tuorum
habitab̃t	habitabunt
⁊	et
sem̃	semen
eoꝝ	eorum
ĩ	in
scl̃m	seculum
diriget᷑	dirigetur
Benedic	Benedic
aĩa	anima
m̃a	mea

dño	domino
⁊	et
õia	ia
q̃	que
intͣ	intra
me	me
s̃	sunt
nõi	nomini
sc̃o	sancto
ei᷒	eius
Benedic	Benedic
aĩa	anima
m̃a	mea
dño	domino
⁊	
noli	noli
obliuisci	obliuisci
om̃s	omnes
retͥbutiones	retributiones
ei᷒	eius
Qui	Qui
ꝓpiciat᷑	propiciatur
õib	omnibus
iniquitatib	iniquitatibus
tuis	tuis

qͥ	qui
sanat	sanat
om̃s	omnes
infirmitates	infirmitates
tuas	tuas
Qui	Qui
redimit	redimit
de	de
int̃itu	interitu
uitã	uitam
tuã	tuam
qui	qui
coronat	coronat
te	te
in	in
mĩa	misericordia
⁊	et
miserationib	miserationibus
Qui	Qui
replet	replet
in	in
bonis	bonis
desid̃iũ	desiderium
tuũ	tuum
renouabitur	renouabitur

ut	ut
aquile	aquile
inuẽt᷒	inuentus
tua	tua
Faciẽs	Faciens
miscd̃ias	misericordias
dñs	dominus
⁊	et
iuditiũ	iuditium
õib	omnibus
iniuriã	iniuriam
pacientib	pacientibus
Notas	Notas
fec̃	fecit
uias	uias
suas	suas
moysi	moysi
filiis	filiis
isr̃l	israhel
uolũtates	uoluntates
suas	suas
Miserator	Miserator
⁊	et
misericors	misericors
dñs	dominus

lõganimis	longanimis
⁊	et
multũ	multum
misericors	misericors
Non	Non
in	in
ꝑpetuũ	perpetuum
irascet᷑	irascetur
neq	neque
in	in
et̃nũ	eternum
comminabit᷑	comminabitur
Nõ	Non
scd̃m	secundum
pcc̃a	peccata
nr̃a	nostra
fec̃	fecit
nob̃	nobis
neq	neque
scd̃m	secundum
iniqͥtates	iniquitates
nr̃as	nostras
retribuit	retribuit
nob̃	nobis
Qm̃	Quoniam

scd̃m	secundum
altitudinẽ	altitudinem
celi	celi
a	a
t̃ra	terra
corroborauit	corroborauit
miscdĩã	misericordiam
suã	suam
suꝑ	super
tim̃tes	timentes
se	se
Quãtũ	Quantum
distat	distat
ort᷒	ortus
ab	ab
occidẽte	occidente
lõge	longe
fec̃	fecit
a	a
nob̃	nobis
iniqͥtates	iniquitates
nr̃as	nostras
Quomodo	Quomodo
miseret᷑	miseretur
pat̃	pater

filioꝝ	filiorum
misert᷒	misertus
ẽ	est
dñs	dominus
tim̃tib	timentibus
se	se
qm̃	quoniam
ip̃e	ipse
ꝯgnouit	cognouit
figm̃tũ	figmentum
nr̃m	nostrum
Recordat᷒	Recordatus
ẽ	est
qm̃	quoniam
puluis	puluis
sum᷒	sumus
homo	homo
sic̃	sicut
fenũ	fenum
dies	dies
ei᷒	eius
tanꝙͣ	tanquam
flos	flos
agri	agri
sic	sic

efflorebit	efflorebit
Qm̃	Quoniam
sp̃s	spiritus
ꝑtͣnsibit	pertransibit
in	in
illo	illo
⁊	et
nõ	non
subsistet	subsistet
⁊	et
nõ	non
cognosc	cognoscet
ampli᷒	amplius
loc̃	locum
suũ	suum
Miscdĩa	Misericordia
ã	autem
dñi	domini
ab	ab
et̃no	eterno
⁊	et
usq	usque
in	in
et̃nũ	eternum
sr̃	super

tim̃tes	timentes
eũ	eum
Et	Et
iusticia	iusticia
illi᷒	illius
in	in
filios	filios
filioꝝ	filiorum
his	his
qui	qui
seruãt	seruant
testam̃tũ	testamentum
ei᷒	eius
Et	Et
memores	memores
s̃	sunt
mãdatoꝝ	mandatorum
ip̃i᷒	ipsius
ad	ad
faciendũ	faciendum
ea	ea
Dñs	Dominus
in	in
celo	celo
parauit	parauit

sedẽ	sedem
suã	suam
⁊	et
regnũ	regnum
ipsius	ipsius
om̃ib	omnibus
dñabitur	dominabitur
Benedicite	Benedicite
dño	domino
angl̃i	angeli
ei᷒	eius
potẽtes	potentes
uirtute	uirtute
faciẽtes	facientes
ũbũ	uerbum
illi᷒	illius
ad	ad
audiẽdã	audiendam
uocẽ	uocem
sermonũ	sermonum
ei᷒	eius
Benedicite	Benedicite
dño	domino
õs	omnes
uͥtutes	uirtutes

dño	domino
dñe	domine
d̃s	deus
m̃s	meus
magnificat᷒	magnificatus
es	es
uehem̃t̃	uehementer
Confessionẽ	Confessionem
⁊	et
decorẽ	decorem
induisti	induisti
amict᷒	amictus
lumine	lumine
sic̃	sicut
uestim̃to	uestimento
Extẽdẽs	Extendens
celũ	celum
sic̃	sicut
pellẽ	pellem
qui	qui
tegis	tegis
aquis	aquis
suꝑiora	superiora
ei᷒	eius
Qui	Qui

ponis	ponis
nubẽ	nubem
ascẽsũ	ascensum
tuũ	tuum
qui	qui
ambulas	ambulas
suꝑ	super
pẽnas	pennas
uẽtoꝝ	uentorum
Qui	Qui
facis	facis
angl̃os	angelos
tuos	tuos
sp̃s	spiritus
⁊	et
ministros	ministros
tuos	tuos
ignẽ	ignem
urẽtẽ	urentem
Qui	Qui
fũdasti	fundasti
t̃rã	terram
suꝑ	super
stabilitatẽ	stabilitatem
suã	suam

nõ	non
inclinabitur	inclinabitur
in	in
scl̃m	seculum
scl̃i	seculi
Abissus	Abissus
sic̃	sicut
uestim̃tũ	uestimentum
amictus	amictus
ei᷒	eius
sr̃	super
mõtes	montes
stab̃t	stabunt
aq̃	aque
Ab	Ab
increpatõe	increpatione
tua	tua
fugiẽt	fugient
a	a
uoce	uoce
tonitrui	tonitrui
tui	tui
formidab̃t	formidabunt
Ascendũt	Ascendunt
mõtes	montes

⁊	et
descẽdũt	descendunt
cãpi	campi
in	in
locũ	locum
quẽ	quem
fũdasti	fundasti
eis	eis
Terminũ	Terminum
posuisti	posuisti
q̃	que
nõ	non
tͣnsgͤdiẽt᷑	transgredientur
neq	neque
ꝯũtent᷑	conuertentur
oꝑire	operire
t̃rã	terram
Qui	Qui
emittis	emittis
fõtes	fontes
in	in
ꝯuallib	conuallibus
int̃mediũ	intermedium
mõtiũ	montium
ꝑtͣnsib̃t	pertransibunt

aq̃	aque
Potabũt	Potabunt
om̃s	omnes
bestie	bestie
agri	agri
expectab̃t	expectabunt
onagri	onagri
in	in
siti	siti
sua	sua
Suꝑ	Super
ea	ea
uolucres	uolucres
celi	celi
habitab̃t	habitabunt
de	de
medio	medio
petrar̃	petrarum
dabũt	dabunt
uoces	uoces
Ligãs	Ligans
mõtes	montes
de	de
suꝑiorib	superioribus
suis	suis

de	de
fructu	fructu
oꝑũ	operum
tuoꝝ	tuorum
saciabit᷑	saciabitur
t̃ra	terra
Produces	Produces
fenũ	fenum
ium̃tiᷤ	iumentis
dem	dem
tuũ	tuum
Suꝑ	Super
aspidem	aspidem
	et
basillicũ	basillicum
ambulabis	ambulabis
	et
ꝯculcabis	conculcabis
leonem	leonem
	et
draconẽ	draconem
Qm̃	Quoniam
in	in
me	me
sꝑauit	sperauit

et	et
liberabo	liberabo
eum	eum
ꝓtegam	protegam
eum	eum
qm̃	quoniam
cognouit	cognouit
nom̃	nomen
meũ	meum
Clamabit	Clamabit
ad	ad
me	me
	et
ego	ego
exaudiam	exaudiam
eũ	eum
cũ	cum
ip̃o	ipso
sum	sum
in	in
tribulatione	tribulatione
eripiam	eripiam
eum	eum
	et
gl̃ificabo	glorificabo

eum	eum
Longitudine	Longitudine
dierum	dierum
replebo	replebo
eũ	eum
	et
ostendam	ostendam
illi	illi
sallitare	sallitare
meũ	meum
ps̃	psalmus
cãtici	cantici
in	in
die	die
sabb̃i	sabbati
Bonum	Bonum
est	est
ꝯfit̃i	confiteri
dño	domino
	et
psallere	psallere
nõi	nomini
tuo	tuo
altissime	altissime
Ad	Ad

annũciandũ	annunciandum
mane	mane
mĩam	misericordiam
tuam	tuam
	et
ueritatẽ	ueritatem
tuam	tuam
ꝑ	per
noctẽ	noctem
In	In
decacordo	decacordo
psalteri	psalteri
cum	cum
cantico	cantico
in	in
cithara	cithara
Quia	Quia
delectasti	delectasti
me	me
dñe	domine
in	in
fc̃ura	factura
tua	tua
	et
in	in

operib	operibus
manuũ	manuum
tuaꝝ	tuarum
exultabo	exultabo
Quam	Quam
magnificata	magnificata
sunt	sunt
opera	opera
tua	tua
dñe	domine
nimis	nimis
ꝓfunde	profunde
fc̃e	facte
sũt	sunt
cogitationes	cogitationes
tue	tue
Vir	Vir
insipiens	insipiens
ñ	non
cognoscet	cognoscet
	et
stultus	stultus
ñ	non
intelliget	intelliget
hec	hec

Cum	Cum
exorti	exorti
fuerint	fuerint
pcc̃ores	peccatores
sic̃	sicut
fenũ	fenum
	et
apparuerint	apparuerint
om̃s	omnes
qui	qui
oꝑantur	operantur
iniquitatẽ	iniquitatem
Ut	Ut
int̃eant	intereant
in	in
scl̃m	seculum
scl̃i	seculi
;	;
tu	tu
aũ	autem
altissim᷒	altissimus
in	in
et̃num	eternum
dñe	domine
Qm̃	Quoniam

ecce	ecce
inimici	inimici
tui	tui
dñe	domine
qm̃	quoniam
ecce	ecce
inimici	inimici
tui	tui
peribũt	peribunt
	et
dispergentur	dispergentur
om̃s	omnes
qui	qui
operant᷑	operantur
iniqͥtatẽ	iniquitatem
Et	Et
exaltabr̃	exaltabitur
sicut	sicut
unicornis	unicornis
cornu	cornu
meũ	meum
	et
senectus	senectus
mea	mea
ĩ	in

mĩa	misericordia
uberi	uberi
Et	Et
despexit	despexit
ocl̃s	oculus
meus	meus
inimicos	inimicos
meis	meis
	et
ĩsurgentib	insurgentibus
in	in
me	me
malignantib	malignantibus
audiet	audiet
auris	auris
mea	mea
Iust᷒	Iustus
ut	ut
palma	palma
florebit	florebit
sicut	sicut
cedrus	cedrus
libani	libani
ml̃tiplicabr̃	multiplicabitur
Plantasti	Plantasti

in	in
domo	domo
dñi	domini
in	in
atͥis	atriis
dom᷒	domus
dei	dei
nr̃i	nostri
florebunt	florebunt
Adhuc	Adhuc
ml̃tiplicabuntur	multiplicabuntur
ĩ	in
senecta	senecta
ub̃i	uberi
	et
bene	bene
pacientes	pacientes
erũt	erunt
ut	ut
annũcient	annuncient
Qm̃	Quoniam
rectus	rectus
dñs	dominus
deus	deus
nr̃	noster

	et
ñ	non
est	est
iniquitas	iniquitas
in	in
eo	eo
laus	laus
cantici	cantici
d̃d	dauid
ĩ	in
die	die
añ	ante
sabbatũ	sabbatum
qñ	quando
fũdata	fundata
ẽ	est
terra	terra
Dñs	Dominus
regnauit	regnauit
decorẽ	decorem
ĩdutus	indutus
ĩdut᷒	indutus
est	est
dñs	dominus
fortitudinem	fortitudinem

	et
cĩxit	precinxit
se	se
Etenim	Etenim
firmauit	firmauit
orbem	orbem
t̃re	terre
qui	qui
ñ	non
ꝯmouebr̃	commouebitur
Parata	Parata
sedes	sedes
tua	tua
ex	ex
tc̃	tunc
a	a
scl̃o	seculo
tu	tu
es	es
Eleuauerũt	Eleuauerunt
flumina	flumina
dñe	domine
eleuauer̃t	eleuauerunt
flumina	flumina
uocem	uocem

suam	suam
Eleuauer̃t	Eleuauerunt
flumina	flumina
fluctus	fluctus
suos	suos
a	a
uocib	uocibus
aqͣꝝ	aquarum
ml̃taꝝ	multarum
Mirabiles	Mirabiles
elationes	elationes
maris	maris
mirabilis	mirabilis
ĩ	in
altis	altis
dñs	dominus
Testimonia	Testimonia
tua	tua
credibilia	credibilia
fc̃a	facta
s̃t	sunt
nimis	nimis
domũ	domum
tuã	tuam
decet	decet

sc̃itudo	sanctitudo
dñe	domine
ĩ	in
lõgitudinem	longitudinem
dierum	dierum
ps̃	psalmus
dauid	dauid
IIIIͣ	IIIIa
sabbati	sabbati
Deus	Deus
ultionũ	ultionum
dñs	dominus
deus	deus
ultionũ	ultionum
lib̃e	libere
egit	egit
Exaltare	Exaltare
qui	qui
iudicas	iudicas
t̃rã	terram
redde	redde
retͥbutionẽ	retributionem
sr̃bis	superbis
Usqͦ	Usquoque
pcc̃ores	peccatores

dñe	domine
usqͦ	usquoque
pcc̃ores	peccatores
gl̃abunt᷑	gloriabuntur
effabuntur	effabuntur
	et
loq̃ntur	loquentur
iniquitatẽ	iniquitatem
loquẽtur	loquentur
om̃s	omnes
qui	qui
oꝑantur	operantur
iniusticiam	iniusticiam
Popl̃m	Populum
tuũ	tuum
dñe	domine
humiliauer̃t	humiliauerunt
	et
hereditatem	hereditatem
tuã	tuam
uexauerũt	uexauerunt
Viduam	Viduam
	et
aduenam	aduenam
int̃fecerũt	interfecerunt

	et
pupillos	pupillos
occiderunt	occiderunt
	et
dixer̃t	dixerunt
ñ	non
uidebit	uidebit
dñs	dominus
nec	nec
intelleget	intelleget
d̃s	deus
iacob	iacob
Intellegite	Intellegite
ĩsipientes	insipientes
ĩ	in
ppl̃o	populo
	et
stulti	stulti
aliqñ	aliquando
sapite	sapite
Qui	Qui
plantauit	plantauit
aurem	aurem
ñ	non
audiet	audiet

quem	quem
tu	tu
erudieris	erudieris
dñe	domine
	et
de	de
lege	lege
tua	tua
docueris	docueris
eũ	eum
Ut	Ut
mitiges	mitiges
eis	eis
a	a
dieb	diebus
malis	malis
donec	donec
fodiatur	fodiatur
pcc̃orib	peccatoribus
fouea	fouea
Quia	Quia
ñ	non
repellet	repellet
dñs	dominus
plebẽ	plebem

suam	suam
	et
hereditatem	hereditatem
suam	suam
ñ	non
derelinq̃t	derelinquet
Quoadusq	Quoadusque
iusticia	iusticia
ꝯũtatur	conuertatur
ĩ	in
iudiciũ	iudicium
	et
qui	qui
iuxta	iuxta
illam	illam
om̃s	omnes
qui	qui
recto	recto
sunt	sunt
corde	corde
quis	quis
ꝯsurget	consurget
mͥ	michi
adũsus	aduersus
malignantes	malignantes

aut	aut
quis	quis
stabit	stabit
mecũ	mecum
adũsus	aduersus
operantes	operantes
iniquitatẽ	iniquitatem
Nisi	Nisi
	quia
dñs	dominus
adiuuit	adiuuit
me	me
paulo	paulo
minus	minus
h̃itass	habitasset
ĩ	in
inferno	inferno
aĩa	anima
mea	mea
Si	Si
dicebam	dicebam
motus	motus
est	est
pes	pes
meus	meus

mĩa	misericordia
tua	tua
dñe	domine
adiuuabat	adiuuabat
me	me
Scd̃m	Secundum
ml̃titudinem	multitudinem
doloꝝ	dolorum
meoꝝ	meorum
in	in
corde	corde
meo	meo
ꝯsolationes	consolationes
tue	tue
letificauerũt	letificauerunt
aĩam	animam
meam	meam
Numqͥd	Numquid
adheret	adheret
tͥ	tibi
sedes	sedes
ĩiquitatis	iniquitatis
qui	qui
fingis	fingis
laborem	laborem

ĩ	in
cepto	precepto
Captabunt	Captabunt
ĩ	in
aĩam	animam
iusti	iusti
	et
sangͥnem	sanguinem
innocentẽ	innocentem
ꝯdẽpnabũt	condempnabunt
Et	Et
fc̃us	factus
est	est
mͥ	michi
dñs	dominus
in	in
refugiũ	refugium
	et
d̃s	deus
m̃s	meus
ĩ	in
adiutorium	adiutorium
spei	spei
mee	mee
Et	Et

reͩdet	reddet
illis	illis
iniquitatem	iniquitatem
ip̃oꝝ	ipsorum
	et
in	in
maliͭͥa	malitia
eoꝝ	eorum
disꝑdet	disperdet
eos	eos
disꝑdet	disperdet
illos	illos
dñs	dominus
deus	deus
nr̃	noster
laus	laus
